,V_p,A_p,theta,airspeed
2431,1844.0,2114.0,0.288895,15.0
2432,1856.0,2131.0,0.285722,15.0
2433,1863.0,2117.0,0.284455,15.0
2434,1860.0,2106.0,0.283715,15.0
2435,1849.0,2107.0,0.280204,15.0
2436,1859.0,2127.0,0.275979,15.0
2437,1863.0,2111.0,0.273234,15.0
2438,1850.0,2100.0,0.271453,15.0
2439,1853.0,2115.0,0.271135,15.0
2440,1864.0,2126.0,0.26714,15.0
2441,1874.0,2119.0,0.262126,15.0
2442,1874.0,2103.0,0.257866,15.0
2443,1867.0,2101.0,0.25433,15.0
2444,1877.0,2111.0,0.247032,15.0
2445,1894.0,2108.0,0.239813,15.0
2446,1889.0,2093.0,0.234316,15.0
2447,1883.0,2092.0,0.230531,15.0
2448,1890.0,2102.0,0.225346,15.0
2449,1905.0,2102.0,0.220202,15.0
2450,1901.0,2088.0,0.21776,15.0
2451,1893.0,2082.0,0.216224,15.0
2452,1897.0,2091.0,0.213318,15.0
2453,1909.0,2089.0,0.207418,15.0
2454,1908.0,2073.0,0.203869,15.0
2455,1899.0,2071.0,0.201485,15.0
2456,1917.0,2078.0,0.197711,15.0
2457,1918.0,2081.0,0.192614,15.0
2458,1919.0,2066.0,0.188751,15.0
2459,1903.0,2059.0,0.187307,15.0
2460,1915.0,2069.0,0.182868,15.0
2461,1924.0,2072.0,0.177882,15.0
2462,1935.0,2057.0,0.171967,15.0
2463,1923.0,2048.0,0.168476,15.0
2464,1925.0,2055.0,0.163327,15.0
2465,1947.0,2053.0,0.156341,15.0
2466,1952.0,2046.0,0.151609,15.0
2467,1938.0,2025.0,0.148338,15.0
2468,1935.0,2037.0,0.141989,15.0
2469,1952.0,2042.0,0.136363,15.0
2470,1948.0,2037.0,0.131459,15.0
2471,1938.0,2028.0,0.130397,15.0
2472,1942.0,2026.0,0.127188,15.0
2473,1950.0,2027.0,0.122078,15.0
2474,1950.0,2017.0,0.115278,15.0
2475,1943.0,2022.0,0.111833,15.0
2476,1943.0,2012.0,0.106911,15.0
2477,1959.0,2019.0,0.100155,15.0
2478,1969.0,2009.0,0.094364,15.0
2479,1957.0,1998.0,0.090259,15.0
2480,1961.0,1998.0,0.085001,15.0
2481,1971.0,2001.0,0.078532,15.0
2482,1978.0,1994.0,0.072596,15.0
2483,1968.0,1972.0,0.066778,15.0
2484,1972.0,1977.0,0.059343,15.0
2485,1985.0,1974.0,0.053173,15.0
2486,1990.0,1977.0,0.047148,15.0
2487,1977.0,1968.0,0.041949,15.0
2488,1978.0,1962.0,0.037493,15.0
2489,1991.0,1961.0,0.030298,15.0
2490,1999.0,1957.0,0.021232,15.0
2491,1996.0,1944.0,0.013047,15.0
2492,1988.0,1935.0,0.007894,15.0
2493,1982.0,1941.0,0.002592,15.0
2494,1990.0,1932.0,-0.004415,15.0
2495,1980.0,1915.0,-0.011089,15.0
2496,1988.0,1920.0,-0.019775,15.0
2497,1994.0,1916.0,-0.026677,15.0
2498,1988.0,1906.0,-0.02989,15.0
2499,1982.0,1902.0,-0.036407,15.0
2500,1983.0,1903.0,-0.044744,15.0
2501,1980.0,1896.0,-0.05322,15.0
2502,2003.0,1885.0,-0.058381,15.0
2503,1993.0,1871.0,-0.064818,15.0
2504,1985.0,1871.0,-0.074456,15.0
2505,1983.0,1870.0,-0.081906,15.0
2506,1993.0,1864.0,-0.087011,15.0
2507,1979.0,1857.0,-0.093615,15.0
2508,1989.0,1847.0,-0.103659,15.0
2509,1983.0,1842.0,-0.112922,15.0
2510,1980.0,1836.0,-0.118221,15.0
2511,1977.0,1831.0,-0.124117,15.0
2512,1977.0,1816.0,-0.131946,15.0
2513,1966.0,1817.0,-0.140233,15.0
2514,1985.0,1809.0,-0.147049,15.0
2515,1975.0,1808.0,-0.152273,15.0
2516,1969.0,1797.0,-0.159019,15.0
2517,1958.0,1785.0,-0.168573,15.0
2518,1970.0,1775.0,-0.176777,15.0
2519,1963.0,1783.0,-0.179676,15.0
2520,1957.0,1772.0,-0.187165,15.0
2521,1953.0,1763.0,-0.196099,15.0
2522,1956.0,1752.0,-0.204205,15.0
2523,1953.0,1755.0,-0.210297,15.0
2524,1946.0,1745.0,-0.216733,15.0
2525,1941.0,1737.0,-0.224511,15.0
2526,1942.0,1727.0,-0.232408,15.0
2527,1942.0,1728.0,-0.236738,15.0
2528,1935.0,1729.0,-0.242607,15.0
2529,1932.0,1724.0,-0.247332,15.0
2530,1928.0,1713.0,-0.253102,15.0
2531,1937.0,1709.0,-0.258847,15.0
2532,1936.0,1723.0,-0.263345,15.0
2533,1925.0,1718.0,-0.267542,15.0
2534,1916.0,1701.0,-0.269654,15.0
2535,1935.0,1710.0,-0.272147,15.0
2536,1925.0,1717.0,-0.275831,15.0
2537,1908.0,1705.0,-0.281378,15.0
2538,1912.0,1692.0,-0.283139,15.0
2539,1922.0,1700.0,-0.28507,15.0
2540,1912.0,1708.0,-0.289163,15.0
2541,1910.0,1707.0,-0.293309,15.0
2542,1908.0,1693.0,-0.293913,15.0
2543,1908.0,1697.0,-0.298234,15.0
2544,1922.0,1724.0,-0.300016,15.0
2545,1907.0,1715.0,-0.29782,15.0
2546,1914.0,1705.0,-0.296997,15.0
2547,1931.0,1714.0,-0.299114,15.0
2548,1923.0,1724.0,-0.300109,15.0
2549,1909.0,1710.0,-0.299751,15.0
2550,1903.0,1693.0,-0.304814,15.0
2551,1908.0,1691.0,-0.313063,15.0
2552,1911.0,1711.0,-0.3138,15.0
2553,1897.0,1696.0,-0.313204,15.0
2554,1896.0,1686.0,-0.31493,15.0
2555,1892.0,1680.0,-0.322688,15.0
2556,1911.0,1711.0,-0.325271,15.0
2557,1888.0,1695.0,-0.32321,15.0
2558,1893.0,1690.0,-0.321322,15.0
2559,1909.0,1703.0,-0.324787,15.0
2560,1913.0,1711.0,-0.325224,15.0
2561,1902.0,1703.0,-0.320192,15.0
2562,1893.0,1692.0,-0.326526,15.0
2563,1893.0,1689.0,-0.33426,15.0
2564,1899.0,1699.0,-0.336228,15.0
2565,1898.0,1705.0,-0.335763,15.0
2566,1884.0,1688.0,-0.337014,15.0
2567,1883.0,1680.0,-0.341718,15.0
2568,1904.0,1710.0,-0.345639,15.0
2569,1897.0,1710.0,-0.343128,15.0
2570,1882.0,1692.0,-0.336088,15.0
2571,1876.0,1681.0,-0.34567,15.0
2572,1898.0,1705.0,-0.355472,15.0
2573,1898.0,1713.0,-0.352348,15.0
2574,1890.0,1701.0,-0.343626,15.0
2575,1880.0,1683.0,-0.340844,15.0
2576,1908.0,1712.0,-0.34561,15.0
2577,1902.0,1712.0,-0.340407,15.0
2578,1896.0,1705.0,-0.330244,15.0
2579,1897.0,1700.0,-0.325591,15.0
2580,1912.0,1717.0,-0.325522,15.0
2581,1918.0,1729.0,-0.323809,15.0
2582,1917.0,1718.0,-0.313438,15.0
2583,1905.0,1720.0,-0.307404,15.0
2584,1918.0,1731.0,-0.305841,15.0
2585,1918.0,1740.0,-0.3038,15.0
2586,1924.0,1744.0,-0.288755,15.0
2587,1914.0,1741.0,-0.275902,15.0
2588,1928.0,1731.0,-0.274395,15.0
2589,1933.0,1752.0,-0.27329,15.0
2590,1927.0,1756.0,-0.266292,15.0
2591,1934.0,1745.0,-0.254358,15.0
2592,1939.0,1742.0,-0.251595,15.0
2593,1942.0,1758.0,-0.247661,15.0
2594,1937.0,1760.0,-0.238088,15.0
2595,1937.0,1764.0,-0.228504,15.0
2596,1941.0,1766.0,-0.218129,15.0
2597,1943.0,1768.0,-0.215229,15.0
2598,1940.0,1769.0,-0.21195,15.0
2599,1951.0,1771.0,-0.206798,15.0
2600,1957.0,1776.0,-0.19928,15.0
2601,1957.0,1785.0,-0.192734,15.0
2602,1961.0,1795.0,-0.187529,15.0
2603,1946.0,1794.0,-0.181337,15.0
2604,1964.0,1796.0,-0.171321,15.0
2605,1963.0,1805.0,-0.162618,15.0
2606,1964.0,1809.0,-0.156874,15.0
2607,1961.0,1833.0,-0.152116,15.0
2608,1992.0,1824.0,-0.145431,15.0
2609,1982.0,1839.0,-0.135045,15.0
2610,1985.0,1840.0,-0.124636,15.0
2611,1980.0,1852.0,-0.116512,15.0
2612,1973.0,1854.0,-0.108343,15.0
2613,1977.0,1870.0,-0.097411,15.0
2614,1981.0,1872.0,-0.088323,15.0
2615,1972.0,1866.0,-0.083212,15.0
2616,1981.0,1878.0,-0.076214,15.0
2617,1987.0,1885.0,-0.069269,15.0
2618,1984.0,1890.0,-0.063684,15.0
2619,1979.0,1902.0,-0.058474,15.0
2620,2002.0,1900.0,-0.0531,15.0
2621,2007.0,1902.0,-0.046821,15.0
2622,2003.0,1909.0,-0.041959,15.0
2623,1976.0,1909.0,-0.037829,15.0
2624,1983.0,1917.0,-0.032494,15.0
2625,2004.0,1932.0,-0.024727,15.0
2626,2000.0,1938.0,-0.015773,15.0
2627,1991.0,1930.0,-0.010374,15.0
2628,1983.0,1937.0,-0.006275,15.0
2629,1998.0,1944.0,-0.000606,15.0
2630,2012.0,1948.0,0.004265,15.0
2631,1989.0,1959.0,0.008401,15.0
2632,1984.0,1942.0,0.013471,15.0
2633,2001.0,1946.0,0.016313,15.0
2634,1995.0,1966.0,0.015467,15.0
2635,1993.0,1963.0,0.016804,15.0
2636,1988.0,1962.0,0.022576,15.0
2637,1986.0,1962.0,0.028003,15.0
2638,1997.0,1967.0,0.030648,15.0
2639,1987.0,1972.0,0.03205,15.0
2640,1989.0,1976.0,0.038575,15.0
2641,1986.0,1984.0,0.04375,15.0
2642,1998.0,1991.0,0.049011,15.0
2643,1986.0,1992.0,0.052673,15.0
2644,1973.0,1996.0,0.059728,15.0
2645,1980.0,2005.0,0.067348,15.0
2646,1980.0,2011.0,0.072685,15.0
2647,1975.0,2015.0,0.076967,15.0
2648,1961.0,2016.0,0.083649,15.0
2649,1965.0,2036.0,0.092918,15.0
2650,1976.0,2042.0,0.10167,15.0
2651,1962.0,2035.0,0.108719,15.0
2652,1953.0,2042.0,0.11537,15.0
2653,1955.0,2057.0,0.124341,15.0
2654,1946.0,2053.0,0.129535,15.0
2655,1956.0,2057.0,0.134092,15.0
2656,1937.0,2062.0,0.139139,15.0
2657,1940.0,2074.0,0.147437,15.0
2658,1942.0,2080.0,0.152742,15.0
2659,1940.0,2078.0,0.157436,15.0
2660,1922.0,2088.0,0.165369,15.0
2661,1922.0,2098.0,0.176988,15.0
2662,1932.0,2109.0,0.185044,15.0
2663,1917.0,2094.0,0.188233,15.0
2664,1910.0,2097.0,0.194652,15.0
2665,1909.0,2118.0,0.201032,15.0
2666,1915.0,2128.0,0.204616,15.0
2667,1909.0,2117.0,0.210725,15.0
2668,1899.0,2116.0,0.216637,15.0
2669,1889.0,2126.0,0.22282,15.0
2670,1899.0,2143.0,0.227855,15.0
2671,1896.0,2135.0,0.233447,15.0
2672,1871.0,2124.0,0.240382,15.0
2673,1872.0,2145.0,0.248787,15.0
2674,1878.0,2162.0,0.25314,15.0
2675,1862.0,2138.0,0.257741,15.0
2676,1859.0,2147.0,0.265645,15.0
2677,1844.0,2147.0,0.269872,15.0
2678,1851.0,2161.0,0.272274,15.0
2679,1864.0,2154.0,0.274541,15.0
2680,1841.0,2146.0,0.278212,15.0
2681,1846.0,2158.0,0.281115,15.0
2682,1852.0,2169.0,0.281524,15.0
2683,1856.0,2162.0,0.282896,15.0
2684,1840.0,2148.0,0.285145,15.0
2685,1843.0,2155.0,0.286746,15.0
2686,1849.0,2165.0,0.287488,15.0
2687,1859.0,2162.0,0.284369,15.0
2688,1845.0,2140.0,0.287187,15.0
2689,1841.0,2152.0,0.290584,15.0
2690,1847.0,2166.0,0.289047,15.0
2691,1855.0,2156.0,0.287886,15.0
2692,1846.0,2139.0,0.288607,15.0
2693,1841.0,2144.0,0.287754,15.0
2694,1850.0,2156.0,0.284659,15.0
2695,1868.0,2142.0,0.281034,15.0
2696,1846.0,2123.0,0.278174,15.0
2697,1856.0,2134.0,0.274854,15.0
2698,1862.0,2142.0,0.269672,15.0
2699,1871.0,2141.0,0.264253,15.0
2700,1867.0,2122.0,0.26163,15.0
2701,1867.0,2118.0,0.259783,15.0
2702,1868.0,2134.0,0.256962,15.0
2703,1881.0,2136.0,0.251899,15.0
2704,1872.0,2115.0,0.250796,15.0
2705,1877.0,2110.0,0.249488,15.0
2706,1884.0,2118.0,0.244218,15.0
2707,1891.0,2125.0,0.239091,15.0
2708,1890.0,2105.0,0.235189,15.0
2709,1891.0,2098.0,0.231618,15.0
2710,1887.0,2096.0,0.223261,15.0
2711,1905.0,2105.0,0.215906,15.0
2712,1912.0,2095.0,0.210404,15.0
2713,1912.0,2074.0,0.206894,15.0
2714,1904.0,2080.0,0.201377,15.0
2715,1926.0,2091.0,0.192649,15.0
2716,1920.0,2070.0,0.186614,15.0
2717,1909.0,2055.0,0.18294,15.0
2718,1922.0,2063.0,0.176259,15.0
2719,1931.0,2061.0,0.167034,15.0
2720,1931.0,2048.0,0.160425,15.0
2721,1926.0,2047.0,0.158432,15.0
2722,1936.0,2046.0,0.15179,15.0
2723,1931.0,2041.0,0.143095,15.0
2724,1966.0,2039.0,0.134265,15.0
2725,1937.0,2023.0,0.129749,15.0
2726,1942.0,2029.0,0.12228,15.0
2727,1951.0,2030.0,0.111638,15.0
2728,1967.0,2009.0,0.103618,15.0
2729,1951.0,1993.0,0.09512,15.0
2730,1953.0,1992.0,0.087959,15.0
2731,1972.0,2003.0,0.080369,15.0
2732,1980.0,1989.0,0.072518,15.0
2733,1975.0,1986.0,0.066175,15.0
2734,1973.0,1973.0,0.058279,15.0
2735,1970.0,1967.0,0.05026,15.0
2736,1990.0,1970.0,0.043081,15.0
2737,1979.0,1964.0,0.037828,15.0
2738,1975.0,1958.0,0.031364,15.0
2739,2003.0,1951.0,0.025046,15.0
2740,1991.0,1950.0,0.017799,15.0
2741,1988.0,1949.0,0.011937,15.0
2742,2001.0,1935.0,0.007303,15.0
2743,1987.0,1932.0,0.000476,15.0
2744,1992.0,1927.0,-0.008052,15.0
2745,1996.0,1920.0,-0.016225,15.0
2746,1979.0,1909.0,-0.024956,15.0
2747,1987.0,1907.0,-0.03484,15.0
2748,2002.0,1906.0,-0.03929,15.0
2749,1990.0,1901.0,-0.045028,15.0
2750,1972.0,1889.0,-0.054077,15.0
2751,1979.0,1892.0,-0.063549,15.0
2752,1997.0,1887.0,-0.069042,15.0
2753,1997.0,1869.0,-0.076104,15.0
2754,1974.0,1866.0,-0.084678,15.0
2755,1970.0,1854.0,-0.090976,15.0
2756,1989.0,1856.0,-0.098377,15.0
2757,1981.0,1845.0,-0.106305,15.0
2758,1969.0,1833.0,-0.115863,15.0
2759,1971.0,1835.0,-0.125444,15.0
2760,1986.0,1833.0,-0.129885,15.0
2761,1982.0,1825.0,-0.13327,15.0
2762,1970.0,1820.0,-0.138804,15.0
2763,1973.0,1812.0,-0.14633,15.0
2764,1976.0,1808.0,-0.150673,15.0
2765,1971.0,1803.0,-0.155494,15.0
2766,1960.0,1793.0,-0.163309,15.0
2767,1956.0,1785.0,-0.173313,15.0
2768,1967.0,1780.0,-0.181811,15.0
2769,1966.0,1779.0,-0.185393,15.0
2770,1956.0,1767.0,-0.193863,15.0
2771,1957.0,1764.0,-0.202849,15.0
2772,1954.0,1757.0,-0.207404,15.0
2773,1953.0,1755.0,-0.212663,15.0
2774,1929.0,1735.0,-0.221293,15.0
2775,1933.0,1733.0,-0.23132,15.0
2776,1938.0,1727.0,-0.239384,15.0
2777,1940.0,1725.0,-0.245822,15.0
2778,1925.0,1714.0,-0.253163,15.0
2779,1924.0,1713.0,-0.262632,15.0
2780,1924.0,1709.0,-0.269947,15.0
2781,1933.0,1724.0,-0.272706,15.0
2782,1922.0,1718.0,-0.274613,15.0
2783,1912.0,1704.0,-0.277013,15.0
2784,1919.0,1702.0,-0.28084,15.0
2785,1924.0,1708.0,-0.285496,15.0
2786,1916.0,1707.0,-0.289443,15.0
2787,1914.0,1704.0,-0.291871,15.0
2788,1913.0,1697.0,-0.295177,15.0
2789,1919.0,1707.0,-0.29842,15.0
2790,1921.0,1715.0,-0.299945,15.0
2791,1907.0,1707.0,-0.300032,15.0
2792,1908.0,1694.0,-0.301938,15.0
2793,1921.0,1707.0,-0.306423,15.0
2794,1921.0,1715.0,-0.307172,15.0
2795,1905.0,1698.0,-0.308691,15.0
2796,1910.0,1699.0,-0.307992,15.0
2797,1912.0,1706.0,-0.310212,15.0
2798,1915.0,1715.0,-0.310238,15.0
2799,1914.0,1716.0,-0.308706,15.0
2800,1914.0,1710.0,-0.309191,15.0
2801,1921.0,1715.0,-0.310537,15.0
2802,1920.0,1719.0,-0.30835,15.0
2803,1911.0,1716.0,-0.305645,15.0
2804,1914.0,1708.0,-0.306618,15.0
2805,1918.0,1717.0,-0.308461,15.0
2806,1923.0,1723.0,-0.305507,15.0
2807,1912.0,1724.0,-0.298563,15.0
2808,1914.0,1719.0,-0.295877,15.0
2809,1927.0,1721.0,-0.295755,15.0
2810,1919.0,1728.0,-0.293706,15.0
2811,1929.0,1735.0,-0.288701,15.0
2812,1924.0,1726.0,-0.285273,15.0
2813,1927.0,1725.0,-0.284299,15.0
2814,1936.0,1742.0,-0.284183,15.0
2815,1930.0,1735.0,-0.279541,15.0
2816,1925.0,1726.0,-0.271089,15.0
2817,1935.0,1739.0,-0.266996,15.0
2818,1942.0,1745.0,-0.264611,15.0
2819,1935.0,1751.0,-0.26026,15.0
2820,1928.0,1747.0,-0.252723,15.0
2821,1931.0,1750.0,-0.249521,15.0
2822,1940.0,1760.0,-0.247856,15.0
2823,1937.0,1768.0,-0.243909,15.0
2824,1931.0,1762.0,-0.23388,15.0
2825,1940.0,1767.0,-0.226536,15.0
2826,1962.0,1758.0,-0.222294,15.0
2827,1949.0,1764.0,-0.219441,15.0
2828,1949.0,1781.0,-0.214582,15.0
2829,1960.0,1776.0,-0.206421,15.0
2830,1952.0,1779.0,-0.197847,15.0
2831,1965.0,1792.0,-0.191232,15.0
2832,1950.0,1796.0,-0.186402,15.0
2833,1963.0,1806.0,-0.179751,15.0
2834,1956.0,1797.0,-0.171016,15.0
2835,1968.0,1811.0,-0.164732,15.0
2836,1967.0,1815.0,-0.160107,15.0
2837,1966.0,1819.0,-0.155352,15.0
2838,1974.0,1822.0,-0.147778,15.0
2839,1988.0,1838.0,-0.141421,15.0
2840,1983.0,1843.0,-0.134648,15.0
2841,1989.0,1844.0,-0.128258,15.0
2842,1977.0,1857.0,-0.121246,15.0
2843,1975.0,1852.0,-0.115121,15.0
2844,1977.0,1861.0,-0.109425,15.0
2845,1978.0,1863.0,-0.101608,15.0
2846,2001.0,1871.0,-0.09283,15.0
2847,1997.0,1869.0,-0.087372,15.0
2848,1982.0,1874.0,-0.083411,15.0
2849,1986.0,1882.0,-0.078695,15.0
2850,1984.0,1895.0,-0.069749,15.0
2851,1989.0,1900.0,-0.062797,15.0
2852,1988.0,1907.0,-0.056498,15.0
2853,1983.0,1918.0,-0.049481,15.0
2854,1990.0,1923.0,-0.039609,15.0
2855,1992.0,1922.0,-0.031475,15.0
2856,2004.0,1925.0,-0.024663,15.0
2857,1985.0,1927.0,-0.017774,15.0
2858,1985.0,1929.0,-0.010837,15.0
2859,2008.0,1942.0,-0.004665,15.0
2860,1990.0,1962.0,0.001014,15.0
2861,1995.0,1958.0,0.008101,15.0
2862,1990.0,1971.0,0.017125,15.0
2863,2004.0,1968.0,0.023712,15.0
2864,1990.0,1974.0,0.030437,15.0
2865,1983.0,1979.0,0.037319,15.0
2866,1984.0,1991.0,0.045357,15.0
2867,1979.0,1995.0,0.055171,15.0
2868,1983.0,1998.0,0.061924,15.0
2869,1966.0,2002.0,0.069455,15.0
2870,1966.0,2018.0,0.078066,15.0
2871,1971.0,2026.0,0.085142,15.0
2872,1965.0,2021.0,0.091721,15.0
2873,1943.0,2027.0,0.099957,15.0
2874,1955.0,2049.0,0.109812,15.0
2875,1962.0,2054.0,0.117622,15.0
2876,1956.0,2054.0,0.126047,15.0
2877,1939.0,2050.0,0.133862,15.0
2878,1934.0,2061.0,0.14311,15.0
2879,1942.0,2085.0,0.152759,15.0
2880,1934.0,2080.0,0.160615,15.0
2881,1923.0,2085.0,0.170412,15.0
2882,1921.0,2095.0,0.181103,15.0
2883,1922.0,2110.0,0.189086,15.0
2884,1920.0,2104.0,0.196723,15.0
2885,1897.0,2105.0,0.204697,15.0
2886,1889.0,2119.0,0.215853,15.0
2887,1898.0,2134.0,0.223219,15.0
2888,1895.0,2124.0,0.227439,15.0
2889,1884.0,2129.0,0.234833,15.0
2890,1873.0,2140.0,0.242598,15.0
2891,1877.0,2151.0,0.247638,15.0
2892,1880.0,2141.0,0.250093,15.0
2893,1862.0,2134.0,0.255175,15.0
2894,1854.0,2138.0,0.258927,15.0
2895,1861.0,2156.0,0.262336,15.0
2896,1864.0,2150.0,0.264137,15.0
2897,1850.0,2146.0,0.271627,15.0
2898,1840.0,2152.0,0.278754,15.0
2899,1846.0,2168.0,0.282481,15.0
2900,1853.0,2160.0,0.285794,15.0
2901,1840.0,2145.0,0.289738,15.0
2902,1835.0,2152.0,0.291054,15.0
2903,1840.0,2162.0,0.293203,15.0
2904,1844.0,2164.0,0.294801,15.0
2905,1835.0,2151.0,0.298,15.0
2906,1825.0,2152.0,0.300784,15.0
2907,1837.0,2165.0,0.299984,15.0
2908,1836.0,2157.0,0.299377,15.0
2909,1830.0,2148.0,0.299906,15.0
2910,1832.0,2146.0,0.300888,15.0
2911,1839.0,2163.0,0.297845,15.0
2912,1849.0,2155.0,0.295913,15.0
2913,1841.0,2141.0,0.295724,15.0
2914,1835.0,2140.0,0.294256,15.0
2915,1831.0,2140.0,0.292731,15.0
2916,1855.0,2147.0,0.288632,15.0
2917,1844.0,2127.0,0.286238,15.0
2918,1835.0,2130.0,0.286138,15.0
2919,1847.0,2149.0,0.284699,15.0
2920,1860.0,2145.0,0.281427,15.0
2921,1856.0,2131.0,0.279764,15.0
2922,1849.0,2122.0,0.279789,15.0
2923,1851.0,2137.0,0.277682,15.0
2924,1865.0,2139.0,0.273093,15.0
2925,1870.0,2123.0,0.268721,15.0
2926,1862.0,2114.0,0.265947,15.0
2927,1858.0,2124.0,0.261944,15.0
2928,1875.0,2127.0,0.257363,15.0
2929,1879.0,2112.0,0.252555,15.0
2930,1873.0,2101.0,0.249155,15.0
2931,1876.0,2110.0,0.246976,15.0
2932,1891.0,2120.0,0.241168,15.0
2933,1892.0,2103.0,0.236503,15.0
2934,1887.0,2092.0,0.232845,15.0
2935,1894.0,2088.0,0.227461,15.0
2936,1902.0,2099.0,0.2201,15.0
2937,1897.0,2086.0,0.212814,15.0
2938,1898.0,2070.0,0.208941,15.0
2939,1896.0,2077.0,0.203168,15.0
2940,1906.0,2084.0,0.194758,15.0
2941,1918.0,2062.0,0.187254,15.0
2942,1911.0,2060.0,0.181971,15.0
2943,1913.0,2055.0,0.176484,15.0
2944,1932.0,2060.0,0.168874,15.0
2945,1945.0,2051.0,0.161222,15.0
2946,1931.0,2040.0,0.154806,15.0
2947,1925.0,2033.0,0.150204,15.0
2948,1939.0,2044.0,0.143195,15.0
2949,1950.0,2042.0,0.135721,15.0
2950,1958.0,2015.0,0.129851,15.0
2951,1927.0,2018.0,0.123203,15.0
2952,1942.0,2015.0,0.116014,15.0
2953,1961.0,2022.0,0.106295,15.0
2954,1939.0,1992.0,0.101364,15.0
2955,1954.0,1992.0,0.096565,15.0
2956,1958.0,2000.0,0.087524,15.0
2957,1968.0,1993.0,0.080578,15.0
2958,1967.0,1977.0,0.074354,15.0
2959,1965.0,1971.0,0.068135,15.0
2960,1966.0,1976.0,0.060697,15.0
2961,1973.0,1986.0,0.055252,15.0
2962,1976.0,1979.0,0.051246,15.0
2963,1972.0,1957.0,0.045173,15.0
2964,1972.0,1967.0,0.038252,15.0
2965,1979.0,1959.0,0.033543,15.0
2966,1993.0,1947.0,0.026704,15.0
2967,1987.0,1937.0,0.020526,15.0
2968,1985.0,1943.0,0.013378,15.0
2969,1991.0,1938.0,0.004818,15.0
2970,2000.0,1940.0,-0.001797,15.0
2971,1985.0,1922.0,-0.007091,15.0
2972,1987.0,1918.0,-0.013002,15.0
2973,1998.0,1918.0,-0.018797,15.0
2974,1998.0,1910.0,-0.024198,15.0
2975,1971.0,1899.0,-0.030822,15.0
2976,1973.0,1904.0,-0.037676,15.0
2977,1985.0,1906.0,-0.041591,15.0
2978,1992.0,1895.0,-0.047498,15.0
2979,1985.0,1891.0,-0.055161,15.0
2980,1974.0,1881.0,-0.062866,15.0
2981,1994.0,1874.0,-0.069604,15.0
2982,1986.0,1883.0,-0.07448,15.0
2983,1973.0,1857.0,-0.081112,15.0
2984,1974.0,1850.0,-0.089696,15.0
2985,1983.0,1860.0,-0.096446,15.0
2986,1982.0,1843.0,-0.102003,15.0
2987,1978.0,1848.0,-0.111371,15.0
2988,1967.0,1842.0,-0.119312,15.0
2989,1992.0,1827.0,-0.125457,15.0
2990,1979.0,1820.0,-0.13228,15.0
2991,1962.0,1816.0,-0.139626,15.0
2992,1975.0,1801.0,-0.148798,15.0
2993,1961.0,1806.0,-0.157282,15.0
2994,1972.0,1798.0,-0.161997,15.0
2995,1967.0,1789.0,-0.167691,15.0
2996,1955.0,1777.0,-0.17677,15.0
2997,1948.0,1768.0,-0.187667,15.0
2998,1959.0,1766.0,-0.195276,15.0
2999,1959.0,1765.0,-0.201282,15.0
3000,1944.0,1756.0,-0.207888,15.0
3001,1943.0,1746.0,-0.215034,15.0
3002,1949.0,1739.0,-0.219763,15.0
3003,1943.0,1739.0,-0.225607,15.0
3004,1938.0,1732.0,-0.234574,15.0
3005,1929.0,1714.0,-0.244281,15.0
3006,1928.0,1714.0,-0.2542,15.0
3007,1931.0,1722.0,-0.262227,15.0
3008,1919.0,1712.0,-0.266739,15.0
3009,1918.0,1706.0,-0.270383,15.0
3010,1923.0,1709.0,-0.273912,15.0
3011,1923.0,1715.0,-0.2773,15.0
3012,1912.0,1704.0,-0.280485,15.0
3013,1910.0,1702.0,-0.286681,15.0
3014,1915.0,1705.0,-0.292096,15.0
3015,1929.0,1726.0,-0.29509,15.0
3016,1919.0,1717.0,-0.294408,15.0
3017,1910.0,1702.0,-0.296329,15.0
3018,1911.0,1703.0,-0.300321,15.0
3019,1916.0,1714.0,-0.304823,15.0
3020,1909.0,1711.0,-0.303386,15.0
3021,1910.0,1708.0,-0.303665,15.0
3022,1916.0,1708.0,-0.307605,15.0
3023,1901.0,1699.0,-0.311373,15.0
3024,1902.0,1706.0,-0.315241,15.0
3025,1894.0,1694.0,-0.320081,15.0
3026,1907.0,1702.0,-0.324537,15.0
3027,1908.0,1707.0,-0.324358,15.0
3028,1904.0,1705.0,-0.321674,15.0
3029,1889.0,1694.0,-0.325275,15.0
3030,1897.0,1696.0,-0.332741,15.0
3031,1902.0,1703.0,-0.337513,15.0
3032,1896.0,1701.0,-0.335295,15.0
3033,1887.0,1690.0,-0.333609,15.0
3034,1882.0,1685.0,-0.338668,15.0
3035,1890.0,1690.0,-0.34469,15.0
3036,1892.0,1700.0,-0.348383,15.0
3037,1870.0,1683.0,-0.347213,15.0
3038,1871.0,1680.0,-0.351198,15.0
3039,1886.0,1686.0,-0.356313,15.0
3040,1888.0,1697.0,-0.357906,15.0
3041,1870.0,1681.0,-0.357707,15.0
3042,1872.0,1674.0,-0.359075,15.0
3043,1882.0,1685.0,-0.363703,15.0
3044,1875.0,1687.0,-0.363582,15.0
3045,1876.0,1687.0,-0.361387,15.0
3046,1871.0,1675.0,-0.362094,15.0
3047,1880.0,1686.0,-0.366717,15.0
3048,1883.0,1692.0,-0.368368,15.0
3049,1868.0,1688.0,-0.366698,15.0
3050,1871.0,1684.0,-0.368859,15.0
