,V_p,A_p,theta,airspeed
5524,2025.0,1815.0,-0.156681,18.0
5525,2029.0,1821.0,-0.150078,18.0
5526,2021.0,1821.0,-0.144853,18.0
5527,2031.0,1833.0,-0.139338,18.0
5528,2035.0,1847.0,-0.132004,18.0
5529,2036.0,1861.0,-0.121828,18.0
5530,2041.0,1871.0,-0.114113,18.0
5531,2048.0,1870.0,-0.10698,18.0
5532,2051.0,1884.0,-0.098724,18.0
5533,2053.0,1893.0,-0.089934,18.0
5534,2049.0,1908.0,-0.082229,18.0
5535,2050.0,1915.0,-0.073961,18.0
5536,2054.0,1925.0,-0.065496,18.0
5537,2049.0,1934.0,-0.057251,18.0
5538,2054.0,1943.0,-0.050861,18.0
5539,2048.0,1947.0,-0.045054,18.0
5540,2061.0,1949.0,-0.039263,18.0
5541,2055.0,1963.0,-0.034267,18.0
5542,2054.0,1965.0,-0.029538,18.0
5543,2047.0,1964.0,-0.0252,18.0
5544,2060.0,1976.0,-0.020839,18.0
5545,2058.0,1985.0,-0.015106,18.0
5546,2056.0,1982.0,-0.011099,18.0
5547,2043.0,1989.0,-0.006299,18.0
5548,2057.0,1999.0,0.000689,18.0
5549,2062.0,2015.0,0.005331,18.0
5550,2052.0,2016.0,0.010783,18.0
5551,2056.0,2020.0,0.017332,18.0
5552,2040.0,2027.0,0.022855,18.0
5553,2045.0,2041.0,0.029444,18.0
5554,2048.0,2042.0,0.036309,18.0
5555,2039.0,2056.0,0.042773,18.0
5556,2034.0,2063.0,0.048817,18.0
5557,2032.0,2071.0,0.055362,18.0
5558,2024.0,2082.0,0.062162,18.0
5559,2029.0,2089.0,0.071625,18.0
5560,2014.0,2091.0,0.077134,18.0
5561,2007.0,2106.0,0.083698,18.0
5562,2006.0,2116.0,0.094902,18.0
5563,2002.0,2126.0,0.103898,18.0
5564,1989.0,2123.0,0.112023,18.0
5565,1996.0,2144.0,0.120083,18.0
5566,1977.0,2145.0,0.128233,18.0
5567,1976.0,2158.0,0.138047,18.0
5568,1984.0,2164.0,0.144484,18.0
5569,1972.0,2175.0,0.151508,18.0
5570,1972.0,2185.0,0.159774,18.0
5571,1960.0,2196.0,0.167808,18.0
5572,1959.0,2202.0,0.174585,18.0
5573,1941.0,2200.0,0.183468,18.0
5574,1935.0,2224.0,0.193395,18.0
5575,1931.0,2226.0,0.200423,18.0
5576,1919.0,2225.0,0.205743,18.0
5577,1917.0,2240.0,0.212992,18.0
5578,1916.0,2247.0,0.220325,18.0
5579,1901.0,2252.0,0.227665,18.0
5580,1892.0,2260.0,0.23409,18.0
5581,1885.0,2255.0,0.240304,18.0
5582,1889.0,2261.0,0.246213,18.0
5583,1885.0,2269.0,0.249769,18.0
5584,1880.0,2262.0,0.253813,18.0
5585,1867.0,2258.0,0.257392,18.0
5586,1859.0,2265.0,0.25968,18.0
5587,1861.0,2272.0,0.262844,18.0
5588,1859.0,2269.0,0.26773,18.0
5589,1851.0,2273.0,0.273637,18.0
5590,1854.0,2270.0,0.276558,18.0
5591,1845.0,2267.0,0.278095,18.0
5592,1855.0,2272.0,0.277009,18.0
5593,1845.0,2260.0,0.278963,18.0
5594,1849.0,2267.0,0.279796,18.0
5595,1849.0,2261.0,0.278829,18.0
5596,1846.0,2256.0,0.279289,18.0
5597,1848.0,2256.0,0.278973,18.0
5598,1850.0,2254.0,0.277559,18.0
5599,1849.0,2251.0,0.277615,18.0
5600,1850.0,2250.0,0.277513,18.0
5601,1844.0,2253.0,0.278359,18.0
5602,1845.0,2250.0,0.278654,18.0
5603,1840.0,2238.0,0.277968,18.0
5604,1845.0,2245.0,0.278507,18.0
5605,1844.0,2246.0,0.277448,18.0
5606,1849.0,2235.0,0.277358,18.0
5607,1848.0,2228.0,0.275034,18.0
5608,1845.0,2234.0,0.273868,18.0
5609,1845.0,2237.0,0.273331,18.0
5610,1846.0,2230.0,0.273725,18.0
5611,1854.0,2229.0,0.270651,18.0
5612,1848.0,2221.0,0.267171,18.0
5613,1863.0,2226.0,0.263844,18.0
5614,1860.0,2209.0,0.260254,18.0
5615,1863.0,2214.0,0.257161,18.0
5616,1869.0,2217.0,0.255418,18.0
5617,1865.0,2207.0,0.255634,18.0
5618,1875.0,2207.0,0.254417,18.0
5619,1873.0,2206.0,0.249924,18.0
5620,1875.0,2201.0,0.248285,18.0
5621,1876.0,2205.0,0.246721,18.0
5622,1882.0,2196.0,0.245221,18.0
5623,1884.0,2196.0,0.241706,18.0
5624,1880.0,2186.0,0.238461,18.0
5625,1889.0,2191.0,0.234378,18.0
5626,1888.0,2184.0,0.231706,18.0
5627,1880.0,2177.0,0.229839,18.0
5628,1904.0,2176.0,0.223987,18.0
5629,1910.0,2184.0,0.217603,18.0
5630,1909.0,2164.0,0.212818,18.0
5631,1912.0,2165.0,0.205357,18.0
5632,1919.0,2160.0,0.19743,18.0
5633,1918.0,2159.0,0.189646,18.0
5634,1931.0,2146.0,0.184473,18.0
5635,1947.0,2140.0,0.178948,18.0
5636,1941.0,2131.0,0.172268,18.0
5637,1947.0,2129.0,0.165673,18.0
5638,1954.0,2132.0,0.161263,18.0
5639,1955.0,2132.0,0.156911,18.0
5640,1958.0,2115.0,0.153399,18.0
5641,1968.0,2116.0,0.148924,18.0
5642,1967.0,2105.0,0.144511,18.0
5643,1961.0,2115.0,0.13862,18.0
5644,1967.0,2097.0,0.132837,18.0
5645,1980.0,2090.0,0.126969,18.0
5646,1985.0,2088.0,0.120179,18.0
5647,1983.0,2080.0,0.114051,18.0
5648,1981.0,2087.0,0.107311,18.0
5649,1990.0,2080.0,0.099691,18.0
5650,1987.0,2063.0,0.093748,18.0
5651,1991.0,2063.0,0.088718,18.0
5652,2001.0,2067.0,0.082143,18.0
5653,2001.0,2058.0,0.074664,18.0
5654,2017.0,2044.0,0.066581,18.0
5655,2018.0,2052.0,0.059207,18.0
5656,2006.0,2036.0,0.054442,18.0
5657,2019.0,2033.0,0.049964,18.0
5658,2027.0,2015.0,0.044352,18.0
5659,2030.0,2019.0,0.036727,18.0
5660,2025.0,2011.0,0.030538,18.0
5661,2047.0,2004.0,0.025734,18.0
5662,2040.0,1991.0,0.017966,18.0
5663,2037.0,1988.0,0.010714,18.0
5664,2042.0,1982.0,0.004769,18.0
5665,2049.0,1974.0,-0.002843,18.0
5666,2047.0,1974.0,-0.009778,18.0
5667,2044.0,1967.0,-0.017156,18.0
5668,2036.0,1959.0,-0.024556,18.0
5669,2054.0,1952.0,-0.031354,18.0
5670,2058.0,1939.0,-0.039883,18.0
5671,2056.0,1935.0,-0.048411,18.0
5672,2045.0,1918.0,-0.056114,18.0
5673,2043.0,1913.0,-0.063324,18.0
5674,2062.0,1912.0,-0.069916,18.0
5675,2038.0,1896.0,-0.076112,18.0
5676,2059.0,1896.0,-0.082516,18.0
5677,2040.0,1892.0,-0.089546,18.0
5678,2040.0,1874.0,-0.09587,18.0
5679,2043.0,1871.0,-0.102024,18.0
5680,2042.0,1865.0,-0.108465,18.0
5681,2044.0,1850.0,-0.112438,18.0
5682,2041.0,1848.0,-0.120402,18.0
5683,2040.0,1843.0,-0.126477,18.0
5684,2027.0,1828.0,-0.130957,18.0
5685,2037.0,1827.0,-0.135816,18.0
5686,2031.0,1811.0,-0.142798,18.0
5687,2028.0,1807.0,-0.14896,18.0
5688,2030.0,1800.0,-0.157451,18.0
5689,2033.0,1794.0,-0.164768,18.0
5690,2028.0,1783.0,-0.170014,18.0
5691,2025.0,1773.0,-0.176883,18.0
5692,2024.0,1766.0,-0.183538,18.0
5693,2007.0,1755.0,-0.190138,18.0
5694,2011.0,1749.0,-0.19624,18.0
5695,2006.0,1735.0,-0.203218,18.0
5696,2005.0,1727.0,-0.211591,18.0
5697,2002.0,1721.0,-0.218379,18.0
5698,1999.0,1709.0,-0.225208,18.0
5699,1994.0,1700.0,-0.232785,18.0
5700,1987.0,1692.0,-0.239366,18.0
5701,1986.0,1689.0,-0.246208,18.0
5702,1979.0,1679.0,-0.253233,18.0
5703,1976.0,1670.0,-0.258929,18.0
5704,1972.0,1660.0,-0.265939,18.0
5705,1969.0,1664.0,-0.273422,18.0
5706,1969.0,1657.0,-0.276882,18.0
5707,1964.0,1663.0,-0.279226,18.0
5708,1968.0,1658.0,-0.281606,18.0
5709,1964.0,1663.0,-0.285194,18.0
5710,1966.0,1655.0,-0.286612,18.0
5711,1968.0,1658.0,-0.28705,18.0
5712,1960.0,1655.0,-0.287608,18.0
5713,1958.0,1660.0,-0.292964,18.0
5714,1968.0,1671.0,-0.297159,18.0
5715,1970.0,1669.0,-0.296064,18.0
5716,1962.0,1670.0,-0.292954,18.0
5717,1960.0,1672.0,-0.294522,18.0
5718,1964.0,1665.0,-0.29682,18.0
5719,1968.0,1674.0,-0.297659,18.0
5720,1971.0,1684.0,-0.298879,18.0
5721,1959.0,1668.0,-0.297263,18.0
5722,1948.0,1645.0,-0.297316,18.0
5723,1952.0,1659.0,-0.307988,18.0
5724,1964.0,1661.0,-0.310423,18.0
5725,1953.0,1656.0,-0.307446,18.0
5726,1952.0,1652.0,-0.309638,18.0
5727,1954.0,1664.0,-0.316007,18.0
5728,1968.0,1674.0,-0.313612,18.0
5729,1961.0,1672.0,-0.308332,18.0
5730,1960.0,1673.0,-0.304637,18.0
5731,1961.0,1677.0,-0.305392,18.0
5732,1958.0,1679.0,-0.303915,18.0
5733,1959.0,1675.0,-0.302145,18.0
5734,1956.0,1675.0,-0.303752,18.0
5735,1961.0,1673.0,-0.30607,18.0
5736,1956.0,1671.0,-0.305679,18.0
5737,1960.0,1679.0,-0.305921,18.0
5738,1964.0,1683.0,-0.306748,18.0
5739,1965.0,1682.0,-0.302604,18.0
5740,1959.0,1680.0,-0.298736,18.0
5741,1964.0,1689.0,-0.29845,18.0
5742,1966.0,1692.0,-0.296427,18.0
5743,1976.0,1706.0,-0.290193,18.0
5744,1966.0,1701.0,-0.285879,18.0
5745,1968.0,1701.0,-0.279846,18.0
5746,1964.0,1694.0,-0.278225,18.0
5747,1970.0,1703.0,-0.27721,18.0
5748,1969.0,1710.0,-0.274145,18.0
5749,1983.0,1699.0,-0.270873,18.0
5750,1969.0,1716.0,-0.265991,18.0
5751,1962.0,1700.0,-0.263025,18.0
5752,1974.0,1698.0,-0.262593,18.0
5753,1966.0,1705.0,-0.26025,18.0
5754,1986.0,1706.0,-0.255355,18.0
5755,1968.0,1715.0,-0.251223,18.0
5756,1975.0,1710.0,-0.247789,18.0
5757,1979.0,1731.0,-0.24437,18.0
5758,1972.0,1723.0,-0.24191,18.0
5759,1974.0,1720.0,-0.239015,18.0
5760,1979.0,1724.0,-0.236455,18.0
5761,1988.0,1746.0,-0.23164,18.0
5762,2006.0,1729.0,-0.227298,18.0
5763,1982.0,1738.0,-0.224035,18.0
5764,1987.0,1734.0,-0.222768,18.0
5765,2008.0,1748.0,-0.219198,18.0
5766,1999.0,1743.0,-0.214477,18.0
5767,1994.0,1748.0,-0.210984,18.0
5768,2000.0,1759.0,-0.207618,18.0
5769,1998.0,1770.0,-0.204789,18.0
5770,1997.0,1767.0,-0.199721,18.0
5771,2030.0,1770.0,-0.193685,18.0
5772,2017.0,1776.0,-0.186362,18.0
5773,2007.0,1791.0,-0.178986,18.0
5774,2018.0,1799.0,-0.172774,18.0
5775,2021.0,1824.0,-0.16386,18.0
5776,2021.0,1829.0,-0.153918,18.0
5777,2036.0,1834.0,-0.144221,18.0
5778,2036.0,1858.0,-0.134554,18.0
5779,2037.0,1850.0,-0.124434,18.0
5780,2039.0,1865.0,-0.116311,18.0
5781,2047.0,1870.0,-0.108933,18.0
5782,2045.0,1885.0,-0.100315,18.0
5783,2033.0,1891.0,-0.091472,18.0
5784,2066.0,1906.0,-0.082399,18.0
5785,2047.0,1925.0,-0.074471,18.0
5786,2049.0,1921.0,-0.06692,18.0
5787,2050.0,1935.0,-0.060056,18.0
5788,2045.0,1939.0,-0.051414,18.0
5789,2042.0,1947.0,-0.04247,18.0
5790,2052.0,1976.0,-0.036225,18.0
5791,2049.0,1975.0,-0.030419,18.0
5792,2052.0,1963.0,-0.024896,18.0
5793,2044.0,1979.0,-0.020046,18.0
5794,2060.0,1984.0,-0.013857,18.0
5795,2062.0,1995.0,-0.005822,18.0
5796,2060.0,2012.0,0.001569,18.0
5797,2043.0,2028.0,0.008995,18.0
5798,2045.0,2030.0,0.017966,18.0
5799,2037.0,2044.0,0.02815,18.0
5800,2042.0,2055.0,0.035318,18.0
5801,2028.0,2047.0,0.043053,18.0
5802,2025.0,2072.0,0.050771,18.0
5803,2028.0,2081.0,0.057257,18.0
5804,2020.0,2069.0,0.066122,18.0
5805,2034.0,2090.0,0.0747,18.0
5806,2005.0,2094.0,0.082834,18.0
5807,2007.0,2104.0,0.089631,18.0
5808,2008.0,2112.0,0.096154,18.0
5809,2008.0,2120.0,0.101171,18.0
5810,2002.0,2130.0,0.108688,18.0
5811,1994.0,2140.0,0.115382,18.0
5812,1992.0,2140.0,0.123854,18.0
5813,1975.0,2147.0,0.131512,18.0
5814,1987.0,2160.0,0.13754,18.0
5815,1982.0,2171.0,0.143984,18.0
5816,1970.0,2169.0,0.152237,18.0
5817,1967.0,2180.0,0.159085,18.0
5818,1966.0,2192.0,0.164887,18.0
5819,1962.0,2189.0,0.169877,18.0
5820,1951.0,2195.0,0.175753,18.0
5821,1947.0,2197.0,0.180112,18.0
5822,1948.0,2202.0,0.184403,18.0
5823,1942.0,2208.0,0.188008,18.0
5824,1935.0,2214.0,0.193637,18.0
5825,1931.0,2220.0,0.200523,18.0
5826,1921.0,2221.0,0.205309,18.0
5827,1916.0,2229.0,0.210148,18.0
5828,1906.0,2230.0,0.217791,18.0
5829,1907.0,2235.0,0.224208,18.0
5830,1903.0,2242.0,0.228638,18.0
5831,1891.0,2242.0,0.232615,18.0
5832,1892.0,2248.0,0.239507,18.0
5833,1884.0,2249.0,0.242407,18.0
5834,1885.0,2254.0,0.245985,18.0
5835,1879.0,2252.0,0.250083,18.0
5836,1873.0,2253.0,0.253123,18.0
5837,1877.0,2255.0,0.255972,18.0
5838,1878.0,2249.0,0.25656,18.0
5839,1879.0,2250.0,0.254946,18.0
5840,1874.0,2248.0,0.254227,18.0
5841,1875.0,2246.0,0.253162,18.0
5842,1882.0,2237.0,0.252147,18.0
5843,1880.0,2242.0,0.250071,18.0
5844,1884.0,2242.0,0.247929,18.0
5845,1884.0,2237.0,0.246882,18.0
5846,1883.0,2229.0,0.246603,18.0
5847,1879.0,2226.0,0.247237,18.0
5848,1881.0,2228.0,0.24695,18.0
5849,1879.0,2226.0,0.245292,18.0
5850,1884.0,2228.0,0.244108,18.0
5851,1893.0,2222.0,0.243319,18.0
5852,1879.0,2215.0,0.240983,18.0
5853,1897.0,2223.0,0.239487,18.0
5854,1898.0,2212.0,0.235939,18.0
5855,1900.0,2212.0,0.232345,18.0
5856,1898.0,2205.0,0.229366,18.0
5857,1897.0,2213.0,0.227761,18.0
5858,1901.0,2195.0,0.226878,18.0
5859,1898.0,2201.0,0.225562,18.0
5860,1899.0,2193.0,0.223626,18.0
5861,1911.0,2196.0,0.220523,18.0
5862,1910.0,2189.0,0.21719,18.0
5863,1913.0,2187.0,0.214701,18.0
5864,1908.0,2179.0,0.210847,18.0
5865,1921.0,2181.0,0.207125,18.0
5866,1922.0,2173.0,0.204497,18.0
5867,1920.0,2180.0,0.202407,18.0
5868,1928.0,2171.0,0.2004,18.0
5869,1925.0,2181.0,0.198267,18.0
5870,1930.0,2168.0,0.195818,18.0
5871,1925.0,2167.0,0.194302,18.0
5872,1934.0,2165.0,0.192629,18.0
5873,1923.0,2155.0,0.190789,18.0
5874,1929.0,2167.0,0.188812,18.0
5875,1929.0,2161.0,0.188094,18.0
5876,1934.0,2158.0,0.185391,18.0
5877,1944.0,2150.0,0.181851,18.0
5878,1943.0,2154.0,0.177568,18.0
5879,1950.0,2147.0,0.171818,18.0
5880,1954.0,2144.0,0.166628,18.0
5881,1955.0,2133.0,0.162253,18.0
5882,1958.0,2130.0,0.156106,18.0
5883,1966.0,2126.0,0.149928,18.0
5884,1963.0,2125.0,0.14502,18.0
5885,1967.0,2120.0,0.142641,18.0
5886,1975.0,2112.0,0.139483,18.0
5887,1969.0,2112.0,0.135547,18.0
5888,1972.0,2112.0,0.132161,18.0
5889,1972.0,2110.0,0.129473,18.0
5890,1978.0,2110.0,0.126483,18.0
5891,1978.0,2107.0,0.123688,18.0
5892,1983.0,2104.0,0.121658,18.0
5893,1983.0,2096.0,0.118529,18.0
5894,1983.0,2102.0,0.116298,18.0
5895,1986.0,2104.0,0.114537,18.0
5896,1991.0,2095.0,0.112879,18.0
5897,1984.0,2092.0,0.109275,18.0
5898,1988.0,2090.0,0.106266,18.0
5899,1998.0,2084.0,0.099659,18.0
5900,1989.0,2080.0,0.093843,18.0
5901,2001.0,2074.0,0.088956,18.0
5902,2003.0,2070.0,0.083663,18.0
5903,2000.0,2057.0,0.076476,18.0
5904,2010.0,2060.0,0.07094,18.0
5905,2010.0,2056.0,0.065409,18.0
5906,2008.0,2045.0,0.059562,18.0
5907,2021.0,2038.0,0.053788,18.0
5908,2026.0,2040.0,0.0483,18.0
5909,2025.0,2033.0,0.042466,18.0
5910,2030.0,2030.0,0.037758,18.0
5911,2034.0,2026.0,0.033533,18.0
5912,2030.0,2005.0,0.02925,18.0
5913,2030.0,2018.0,0.025862,18.0
5914,2042.0,2011.0,0.022488,18.0
5915,2042.0,2010.0,0.01943,18.0
5916,2043.0,2004.0,0.014779,18.0
5917,2049.0,1998.0,0.00897,18.0
5918,2050.0,1996.0,0.00421,18.0
5919,2049.0,1987.0,-0.001059,18.0
5920,2047.0,1981.0,-0.006662,18.0
5921,2051.0,1980.0,-0.010804,18.0
5922,2048.0,1973.0,-0.015205,18.0
5923,2053.0,1966.0,-0.020094,18.0
5924,2041.0,1951.0,-0.025869,18.0
5925,2054.0,1955.0,-0.030764,18.0
5926,2046.0,1943.0,-0.037142,18.0
5927,2047.0,1930.0,-0.04617,18.0
5928,2051.0,1918.0,-0.054593,18.0
5929,2051.0,1915.0,-0.062542,18.0
5930,2046.0,1909.0,-0.070145,18.0
5931,2050.0,1904.0,-0.077315,18.0
5932,2048.0,1889.0,-0.084566,18.0
5933,2045.0,1889.0,-0.091176,18.0
5934,2049.0,1882.0,-0.096262,18.0
5935,2049.0,1874.0,-0.10127,18.0
5936,2036.0,1870.0,-0.107143,18.0
5937,2043.0,1864.0,-0.11204,18.0
5938,2044.0,1857.0,-0.11442,18.0
5939,2046.0,1855.0,-0.119337,18.0
5940,2042.0,1851.0,-0.124676,18.0
5941,2045.0,1845.0,-0.128314,18.0
5942,2043.0,1838.0,-0.133291,18.0
5943,2029.0,1820.0,-0.137995,18.0
5944,2038.0,1816.0,-0.144141,18.0
5945,2032.0,1809.0,-0.15256,18.0
5946,2035.0,1792.0,-0.160568,18.0
5947,2028.0,1788.0,-0.167899,18.0
5948,2027.0,1778.0,-0.174023,18.0
5949,2025.0,1767.0,-0.180588,18.0
5950,2014.0,1763.0,-0.188595,18.0
5951,2021.0,1755.0,-0.194248,18.0
5952,2015.0,1749.0,-0.199513,18.0
5953,2013.0,1741.0,-0.204608,18.0
5954,2009.0,1731.0,-0.20997,18.0
5955,2007.0,1725.0,-0.215847,18.0
5956,2006.0,1716.0,-0.221507,18.0
5957,1994.0,1707.0,-0.228621,18.0
5958,1982.0,1690.0,-0.237113,18.0
5959,1983.0,1685.0,-0.246779,18.0
5960,1985.0,1675.0,-0.25287,18.0
5961,1977.0,1674.0,-0.258776,18.0
5962,1975.0,1675.0,-0.264081,18.0
5963,1972.0,1672.0,-0.266557,18.0
5964,1976.0,1670.0,-0.268232,18.0
5965,1975.0,1671.0,-0.270797,18.0
5966,1975.0,1664.0,-0.27262,18.0
5967,1962.0,1658.0,-0.273196,18.0
5968,1964.0,1659.0,-0.279277,18.0
5969,1963.0,1661.0,-0.286628,18.0
5970,1970.0,1663.0,-0.28646,18.0
5971,1968.0,1668.0,-0.285184,18.0
5972,1953.0,1655.0,-0.286605,18.0
5973,1955.0,1645.0,-0.291476,18.0
5974,1959.0,1651.0,-0.296398,18.0
5975,1963.0,1661.0,-0.299168,18.0
5976,1966.0,1657.0,-0.296665,18.0
5977,1952.0,1657.0,-0.292985,18.0
5978,1955.0,1644.0,-0.296835,18.0
5979,1952.0,1642.0,-0.305269,18.0
5980,1957.0,1657.0,-0.310534,18.0
5981,1961.0,1664.0,-0.309713,18.0
5982,1956.0,1665.0,-0.304545,18.0
5983,1959.0,1670.0,-0.305135,18.0
5984,1942.0,1653.0,-0.306297,18.0
5985,1955.0,1662.0,-0.30336,18.0
5986,1949.0,1668.0,-0.304618,18.0
5987,1946.0,1660.0,-0.304142,18.0
5988,1952.0,1667.0,-0.304537,18.0
5989,1940.0,1655.0,-0.306095,18.0
5990,1954.0,1656.0,-0.306589,18.0
5991,1954.0,1661.0,-0.308596,18.0
5992,1946.0,1657.0,-0.308649,18.0
5993,1933.0,1653.0,-0.307873,18.0
5994,1932.0,1651.0,-0.309976,18.0
5995,1946.0,1660.0,-0.312142,18.0
5996,1946.0,1670.0,-0.312181,18.0
5997,1956.0,1671.0,-0.31131,18.0
5998,1938.0,1671.0,-0.308424,18.0
5999,1949.0,1660.0,-0.31062,18.0
6000,1953.0,1670.0,-0.310325,18.0
6001,1966.0,1679.0,-0.307728,18.0
6002,1962.0,1675.0,-0.303525,18.0
6003,1950.0,1681.0,-0.303396,18.0
6004,1952.0,1686.0,-0.303936,18.0
6005,1954.0,1683.0,-0.301392,18.0
6006,1955.0,1688.0,-0.297603,18.0
6007,1950.0,1686.0,-0.294276,18.0
6008,1945.0,1689.0,-0.29236,18.0
6009,1954.0,1692.0,-0.291648,18.0
6010,1962.0,1699.0,-0.290041,18.0
6011,1967.0,1693.0,-0.284792,18.0
6012,1970.0,1698.0,-0.283772,18.0
6013,1968.0,1705.0,-0.28275,18.0
6014,1968.0,1709.0,-0.279548,18.0
6015,1966.0,1713.0,-0.275503,18.0
6016,1969.0,1719.0,-0.273255,18.0
6017,1978.0,1711.0,-0.269054,18.0
6018,1975.0,1715.0,-0.264765,18.0
6019,1970.0,1718.0,-0.26225,18.0
6020,1979.0,1714.0,-0.262375,18.0
6021,1973.0,1716.0,-0.255381,18.0
6022,1980.0,1715.0,-0.250267,18.0
6023,1969.0,1713.0,-0.248084,18.0
6024,1978.0,1712.0,-0.247743,18.0
6025,1976.0,1732.0,-0.246716,18.0
6026,1968.0,1722.0,-0.242,18.0
6027,1980.0,1726.0,-0.236856,18.0
6028,1970.0,1726.0,-0.232647,18.0
6029,1996.0,1726.0,-0.232857,18.0
6030,1996.0,1732.0,-0.229295,18.0
6031,1996.0,1740.0,-0.223689,18.0
6032,1985.0,1734.0,-0.217069,18.0
6033,1983.0,1742.0,-0.213387,18.0
6034,1991.0,1749.0,-0.210605,18.0
6035,1995.0,1754.0,-0.206598,18.0
6036,1997.0,1761.0,-0.20068,18.0
6037,1996.0,1771.0,-0.196085,18.0
6038,2007.0,1764.0,-0.193205,18.0
6039,2001.0,1776.0,-0.189649,18.0
6040,2007.0,1773.0,-0.186129,18.0
6041,2008.0,1784.0,-0.180891,18.0
6042,2012.0,1794.0,-0.173673,18.0
6043,2017.0,1798.0,-0.167145,18.0
6044,2007.0,1796.0,-0.162033,18.0
6045,2021.0,1812.0,-0.156845,18.0
6046,2017.0,1806.0,-0.151426,18.0
6047,2026.0,1813.0,-0.14711,18.0
6048,2027.0,1823.0,-0.14168,18.0
6049,2026.0,1838.0,-0.135583,18.0
6050,2035.0,1842.0,-0.128845,18.0
6051,2029.0,1852.0,-0.122602,18.0
6052,2035.0,1856.0,-0.115967,18.0
6053,2024.0,1859.0,-0.108754,18.0
6054,2045.0,1878.0,-0.10223,18.0
6055,2039.0,1886.0,-0.094295,18.0
6056,2041.0,1887.0,-0.084802,18.0
6057,2047.0,1907.0,-0.077867,18.0
6058,2049.0,1916.0,-0.069436,18.0
6059,2051.0,1929.0,-0.060662,18.0
6060,2054.0,1940.0,-0.051859,18.0
6061,2053.0,1957.0,-0.041161,18.0
6062,2049.0,1968.0,-0.029181,18.0
6063,2052.0,1976.0,-0.019285,18.0
6064,2057.0,1988.0,-0.010116,18.0
6065,2055.0,2001.0,-0.000458,18.0
6066,2055.0,2009.0,0.011952,18.0
6067,2038.0,2026.0,0.022617,18.0
6068,2038.0,2038.0,0.033687,18.0
6069,2034.0,2051.0,0.043648,18.0
6070,2032.0,2056.0,0.053597,18.0
6071,2019.0,2060.0,0.060978,18.0
6072,2021.0,2078.0,0.067379,18.0
6073,2024.0,2080.0,0.075044,18.0
6074,2018.0,2091.0,0.08011,18.0
6075,2008.0,2096.0,0.088104,18.0
6076,2018.0,2099.0,0.09531,18.0
6077,2014.0,2107.0,0.100223,18.0
6078,2006.0,2108.0,0.103591,18.0
6079,2001.0,2118.0,0.1097,18.0
6080,1997.0,2128.0,0.118096,18.0
6081,1995.0,2135.0,0.124424,18.0
6082,1986.0,2145.0,0.131638,18.0
6083,1964.0,2149.0,0.1414,18.0
6084,1970.0,2172.0,0.151856,18.0
6085,1967.0,2186.0,0.163702,18.0
6086,1947.0,2190.0,0.17661,18.0
6087,1941.0,2204.0,0.18829,18.0
6088,1933.0,2215.0,0.199972,18.0
6089,1922.0,2220.0,0.208351,18.0
6090,1912.0,2222.0,0.216863,18.0
6091,1911.0,2234.0,0.224514,18.0
6092,1901.0,2231.0,0.227716,18.0
6093,1906.0,2233.0,0.229559,18.0
6094,1902.0,2233.0,0.231942,18.0
6095,1897.0,2242.0,0.23593,18.0
6096,1898.0,2242.0,0.23901,18.0
6097,1901.0,2239.0,0.242517,18.0
6098,1885.0,2240.0,0.243572,18.0
6099,1891.0,2254.0,0.246201,18.0
6100,1887.0,2251.0,0.250626,18.0
6101,1882.0,2250.0,0.255125,18.0
6102,1873.0,2252.0,0.258877,18.0
6103,1871.0,2252.0,0.262859,18.0
6104,1865.0,2243.0,0.265072,18.0
6105,1868.0,2256.0,0.268244,18.0
6106,1854.0,2250.0,0.271579,18.0
6107,1863.0,2254.0,0.271405,18.0
6108,1858.0,2253.0,0.270082,18.0
6109,1869.0,2252.0,0.269571,18.0
6110,1862.0,2255.0,0.268179,18.0
6111,1876.0,2254.0,0.264917,18.0
6112,1859.0,2243.0,0.263038,18.0
6113,1871.0,2240.0,0.263668,18.0
6114,1862.0,2242.0,0.264013,18.0
6115,1862.0,2241.0,0.263318,18.0
6116,1856.0,2232.0,0.263985,18.0
6117,1862.0,2229.0,0.264523,18.0
6118,1877.0,2227.0,0.264365,18.0
6119,1870.0,2221.0,0.263934,18.0
6120,1868.0,2222.0,0.262151,18.0
6121,1865.0,2223.0,0.261139,18.0
6122,1877.0,2230.0,0.260018,18.0
6123,1869.0,2218.0,0.259009,18.0
6124,1873.0,2219.0,0.258187,18.0
6125,1877.0,2210.0,0.256154,18.0
6126,1885.0,2207.0,0.251423,18.0
6127,1882.0,2204.0,0.247739,18.0
6128,1884.0,2199.0,0.245196,18.0
6129,1887.0,2201.0,0.243153,18.0
6130,1892.0,2208.0,0.240225,18.0
6131,1894.0,2203.0,0.238316,18.0
6132,1897.0,2187.0,0.23536,18.0
6133,1903.0,2186.0,0.23228,18.0
6134,1901.0,2190.0,0.229174,18.0
6135,1904.0,2179.0,0.2266,18.0
6136,1915.0,2178.0,0.222746,18.0
6137,1917.0,2176.0,0.216519,18.0
6138,1924.0,2166.0,0.210466,18.0
6139,1928.0,2159.0,0.203734,18.0
6140,1925.0,2152.0,0.195497,18.0
6141,1929.0,2145.0,0.188553,18.0
6142,1942.0,2142.0,0.18223,18.0
6143,1939.0,2134.0,0.175802,18.0
6144,1951.0,2132.0,0.170919,18.0
